element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Eu,2,"=""587.298""","=""""","=""""","=""""","=""90""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Cr,1,"=""587.304""","=""0.008""","=""587.29773""","=""0.00010""","=""75s""","=""""",,"=""35862.764""","=""52885.185""","=""3d5.(4F).4s""","=""c 3F""","=""4""","=""3d4.(1G1).4s.4p.(3P*)""","=""x 3H*""","=""5""",,"=""""","=""L808""",
V,1,"=""587.30514""","=""""","=""587.30514""","=""0.00010""","="":""","=""2.0e+05""",C,"=""21101.589""","=""38123.795""","=""3d4.(3G).4s""","=""2G""","=""7/2""","=""3d4.(3H).4p""","=""x 2H*""","=""9/2""",,"=""T9399""","=""L18972""",
Fe,1,"=""587.32125""","=""0.00010""","=""587.32122""","=""0.00005""","=""37""","=""""",,"=""34328.752""","=""51350.492""","=""3d7.(4F).4p""","=""y 5F*""","=""3""","=""3d6.(5D).4s (4D).5s""","=""g 5D""","=""4""",,"=""""","=""L11631""",
Th,1,"=""587.3332""","=""0.0003""","=""587.332862""","=""0.000018""","=""110""","=""""",,"=""18809.88631""","=""35831.2890""","=""6d2.7s.7p""","=""5G*""","=""4""","=""""","=""""","=""3""",,"=""""","=""L3552""",
Th,1,"=""587.3462""","=""0.0003""","=""587.345903""","=""0.000018""","=""86""","=""""",,"=""21165.098037""","=""38186.1228""","=""5f.6d.7s2""","=""3D*""","=""3""","=""""","=""""","=""4""",,"=""""","=""L3552""",
Kr,3,"=""587.350""","=""""","=""587.354+""","=""""","=""1h""","=""""",,"=""190226.21""","=""207247.01""","=""4s2.4p3.(2D*).4d""","=""3P*""","=""1""","=""4s2.4p3.(2P*).5p""","=""3D""","=""1""",,"=""""","=""L3356""",
Hf,1,"=""587.3712""","=""0.0007""","=""587.3714""","=""0.0003""","=""77""","=""""",,"=""25281.843""","=""42302.129""","=""5d3.(b 4F).6s""","=""b 3F""","=""3""","=""5d3.(b 2G).6p""","=""u 3F*""","=""2""",,"=""""","=""L16323""",
Si,1,"=""587.3764""","=""""","=""""","=""""","=""40""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3521""",
Pr,2,"=""587.383""","=""""","=""587.385+""","=""""","=""22""","=""6.4e+05""",D+,"=""9378.63""","=""26398.52""","=""4f3.(4I*).5d""","=""5H*""","=""5""","=""4f3.(4I*).6p?""","=""""","=""6""",,"=""T8137""","=""L3475""",
Th,1,"=""587.3920""","=""0.0003""","=""587.391396""","=""0.000018""","=""42""","=""""",,"=""21645.85769""","=""38665.5642""","=""6d3.(2G).7s""","=""""","=""4""","=""""","=""*""","=""5""",,"=""""","=""L3552""",
La,2,"=""587.400""","=""""","=""587.398+""","=""""","=""21""","=""""",,"=""6227.42""","=""23246.93""","=""5d2""","=""a 3P""","=""2""","=""4f.5d""","=""z 3P*""","=""2""",,"=""""","=""L3475""",
Th,1,"=""587.40382""","=""0.00005""","=""587.403819""","=""0.000005""","=""210""","=""""",,"=""13945.307389""","=""30964.65395""","=""6d.7s2.7p""","=""3F*""","=""3""","=""""","=""""","=""3""",,"=""""","=""L5951""",
Sm,1,"=""587.421""","=""""","=""""","=""""","=""50""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
W,1,"=""587.422""","=""""","=""587.421""","=""0.003""","=""6""","=""""",,"=""19256.24""","=""36275.10""","=""5d5.(4G).6s""","=""5G""","=""4""","=""""","=""*""","=""5""",,"=""""","=""L153""",
Th,2,"=""587.43513""","=""0.00005""","=""587.435101""","=""0.000011""","=""170""","=""""",,"=""4113.35932""","=""21131.79959""","=""6d.(2D).7s2""","=""""","=""5/2""","=""5f.6d.(1P*).7s""","=""*""","=""3/2""",,"=""""","=""L5951""",
He,1,"=""""","=""""","=""587.443388""","=""0.000003""","=""""","=""4.310e+03""",AA,"=""[169086.76391031]""","=""[186104.96409510]""","=""1s.2p""","=""3P*""","=""2""","=""1s.3d""","=""1D""","=""2""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""587.446026""","=""0.000003""","=""""","=""1.232e+04""",AA,"=""[169086.84033581]""","=""[186104.96409510]""","=""1s.2p""","=""3P*""","=""1""","=""1s.3d""","=""1D""","=""2""",,"=""T8636c73""","=""""",
3He,1,"=""""","=""""","=""587.447873""","=""0.000003""","=""""","=""""",,"=""[169076.9833488]""","=""[186095.0536147]""","=""1s.2p""","=""3P*""","=""2""","=""1s.3d""","=""1D""","=""2""",,"=""""","=""""",
3He,1,"=""""","=""""","=""587.450512""","=""0.000003""","=""""","=""""",,"=""[169077.0598071]""","=""[186095.0536147]""","=""1s.2p""","=""3P*""","=""1""","=""1s.3d""","=""1D""","=""2""",,"=""""","=""""",
Nb,1,"=""587.470""","=""""","=""""","=""""","=""35""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Pr,1,"=""587.472""","=""""","=""""","=""""","=""35""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
La,1,"=""587.473""","=""""","=""587.473+""","=""""","=""45""","=""1.03e+07""",C+,"=""7490.521""","=""24507.87&dagger;""","=""5d2.(3P).6s""","=""4P""","=""3/2""","=""4f.5d.(3F*).6s""","=""4F*""","=""5/2""",,"=""T9460""","=""L3475""",
Th,1,"=""587.49865""","=""0.00004""","=""587.498624""","=""0.000014""","=""340""","=""""",,"=""17166.10472""","=""34182.7049""","=""6d3.(2H).7s""","=""3H""","=""5""","=""""","=""*""","=""5""",,"=""""","=""L5951""",
Xe,1,"=""587.5018""","=""0.0002""","=""587.5019+""","=""""","=""100""","=""""",,"=""77269.145""","=""94285.651""","=""5p5.(2P*<3/2>).6p""","=""2[1/2]""","=""1""","=""5p5.(2P*<3/2>).8d""","=""2[3/2]*""","=""2""",,"=""""","=""L7292""",
Th,2,"=""587.5279""","=""0.0005""","=""587.528186""","=""0.000011""","=""12""","=""""",,"=""13468.96833""","=""30484.71231""","=""5f.6d.(3G*).7s""","=""4G*""","=""9/2""","=""5f2.(3H).7s""","=""2H""","=""11/2""",,"=""""","=""L2372""",
Pm,2,"=""587.531""","=""""","=""""","=""""","=""200c""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L7345""",
Th,2,"=""587.5500""","=""0.0003""","=""587.549176""","=""0.000021""","=""16""","=""""",,"=""22685.44712""","=""39700.5832""","=""5f.(2F*).6d2.(3F)""","=""4G*""","=""7/2""","=""5f.6d.(3H*).7p""","=""""","=""5/2""",,"=""""","=""L12239""",
Th,2,"=""587.5568""","=""0.0004""","=""587.556932""","=""0.000018""","=""9""","=""""",,"=""19050.82932""","=""36065.7408""","=""5f.(2F*).6d2.(3F)""","=""*""","=""3/2""","=""5f2.(3F).6d""","=""""","=""5/2""",,"=""""","=""L12239""",
He,1,"=""""","=""""","=""587.559871""","=""0.000003""","=""""","=""1.9641e+06""",AAA,"=""[169086.76391031]""","=""[186101.59029341]""","=""1s.2p""","=""3P*""","=""2""","=""1s.3d""","=""3D""","=""1""",,"=""T8636c73""","=""""",
He,1,"=""587.5621""","=""""","=""587.561397""","=""0.000003""","=""500*""","=""1.7673e+07""",AAA,"=""[169086.76391031]""","=""[186101.54609533]""","=""1s.2p""","=""3P*""","=""2""","=""1s.3d""","=""3D""","=""2""",,"=""T8636c73""","=""L366""",
He,1,"=""587.5621""","=""""","=""587.561484""","=""0.000003""","=""500*""","=""7.0708e+07""",AAA,"=""[169086.76391031]""","=""[186101.54358476]""","=""1s.2p""","=""3P*""","=""2""","=""1s.3d""","=""3D""","=""3""",,"=""T8636c73""","=""L366""",
He,1,"=""587.5621""","=""""","=""587.562510""","=""0.000003""","=""500*""","=""2.9462e+07""",AAA,"=""[169086.84033581]""","=""[186101.59029341]""","=""1s.2p""","=""3P*""","=""1""","=""1s.3d""","=""3D""","=""1""",,"=""T8636c73""","=""L366""",
He,1,"=""587.5621""","=""""","=""587.564036""","=""0.000003""","=""500*""","=""5.3019e+07""",AAA,"=""[169086.84033581]""","=""[186101.54609533]""","=""1s.2p""","=""3P*""","=""1""","=""1s.3d""","=""3D""","=""2""",,"=""T8636c73""","=""L366""",
La,3,"=""587.563""","=""""","=""""","=""""","=""3""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L245""",
Cr,1,"=""587.563""","=""0.004""","=""587.56356""","=""0.00021""","=""25""","=""""",,"=""33935.613""","=""50950.3326""","=""3d4.4s2""","=""c 3D""","=""2""","=""3d4.(3G).4s.4p.(3P*)""","=""w 3F*""","=""3""",,"=""""","=""L808""",
3He,1,"=""""","=""""","=""587.564259""","=""0.000003""","=""""","=""""",,"=""[169076.9833488]""","=""[186091.6826724]""","=""1s.2p""","=""3P*""","=""2""","=""1s.3d""","=""3D""","=""1""",,"=""""","=""""",
3He,1,"=""""","=""""","=""587.565785""","=""0.000003""","=""""","=""""",,"=""[169076.9833488]""","=""[186091.6384768]""","=""1s.2p""","=""3P*""","=""2""","=""1s.3d""","=""3D""","=""2""",,"=""""","=""""",
3He,1,"=""""","=""""","=""587.565872""","=""0.000003""","=""""","=""""",,"=""[169076.9833488]""","=""[186091.6359654]""","=""1s.2p""","=""3P*""","=""2""","=""1s.3d""","=""3D""","=""3""",,"=""""","=""""",
3He,1,"=""""","=""""","=""587.566899""","=""0.000003""","=""""","=""""",,"=""[169077.0598071]""","=""[186091.6826724]""","=""1s.2p""","=""3P*""","=""1""","=""1s.3d""","=""3D""","=""1""",,"=""""","=""""",
3He,1,"=""""","=""""","=""587.568425""","=""0.000003""","=""""","=""""",,"=""[169077.0598071]""","=""[186091.6384768]""","=""1s.2p""","=""3P*""","=""1""","=""1s.3d""","=""3D""","=""2""",,"=""""","=""""",
W,1,"=""587.569""","=""""","=""587.565""","=""0.003""","=""5""","=""3.9e+04""",D,"=""17107.01""","=""34121.68""","=""5d4.6s2""","=""3F2""","=""4""","=""""","=""*""","=""4""",,"=""T4976""","=""L153""",
Fe,6,"=""""","=""""","=""587.575""","=""0.020""","=""""","=""5.0e-02""",E,"=""29202.9""","=""46217.3""","=""3d3""","=""2H""","=""11/2""","=""3d3""","=""2F""","=""7/2""",E2,"=""T3475""","=""""",
He,1,"=""""","=""""","=""587.596628""","=""0.000003""","=""100""","=""3.9282e+07""",AAA,"=""[169087.82825101]""","=""[186101.59029341]""","=""1s.2p""","=""3P*""","=""0""","=""1s.3d""","=""3D""","=""1""",,"=""T8636c73""","=""L366""",
3He,1,"=""""","=""""","=""587.601017""","=""0.000003""","=""""","=""""",,"=""[169078.0477131]""","=""[186091.6826724]""","=""1s.2p""","=""3P*""","=""0""","=""1s.3d""","=""3D""","=""1""",,"=""""","=""""",
Fe,1,"=""587.6133""","=""0.0005""","=""587.61366""","=""0.00008""","=""1""","=""""",,"=""28819.954""","=""45833.223""","=""3d7.(2H).4s""","=""a 1H""","=""5""","=""3d6.(3F2).4s.4p.(3P*)""","=""x 5G*""","=""4""",,"=""""","=""L11631""",
Fe,3,"=""587.626""","=""0.004""","=""587.6305""","=""0.0017""","=""970""","=""8.10e+07""",B,"=""181808.80""","=""198821.58""","=""3d5.(4G).5s""","=""5G""","=""5""","=""3d5.(4G).5p""","=""5H*""","=""6""",,"=""u44""","=""L1171""",
Fe,1,"=""587.62778""","=""0.00010""","=""587.62758""","=""0.00005""","=""10""","=""""",,"=""34692.148""","=""51705.014""","=""3d7.(4F).4p""","=""y 5F*""","=""1""","=""3d6.(5D).4s (6D).4d""","=""f 5F""","=""2""",,"=""""","=""L11631""",
W,1,"=""587.628""","=""""","=""587.632""","=""0.003""","=""2""","=""""",,"=""36904.16""","=""53916.90""","=""""","=""*""","=""2""","=""""","=""""","=""3""",,"=""""","=""L153""",
Fr,1,"=""587.6462""","=""0.0002""","=""587.64619""","=""0.00022""","=""""","=""2.65e+05""",,"=""13923.998""","=""30936.325""","=""7p""","=""2P*""","=""3/2""","=""11d""","=""2D""","=""3/2""",,"=""T6898""","=""L12264""",
Cr,1,"=""587.6555""","=""0.0004""","=""587.65546""","=""0.00006""","=""3""","=""""",,"=""24277.0546""","=""41289.1133""","=""3d5.(4D).4s""","=""b 5D""","=""0""","=""3d4.(5D).4s.4p.(1P*)""","=""y 5D*""","=""1""",,"=""""","=""L14866""",
Mo,1,"=""587.6576""","=""""","=""587.6576+""","=""""","=""26""","=""1.09e+06""",B+,"=""20280.968""","=""37292.965""","=""4d5.(4D).5s""","=""b 5D""","=""2""","=""4d4.5s.(6D).5p""","=""z 5D*""","=""1""",,"=""T5293""","=""L10250,L3475""",
Th,2,"=""587.7164""","=""0.0003""","=""587.71651""","=""0.00005""","=""10""","=""""",,"=""45126.2306""","=""62136.5223""","=""5f2.6d+5f.6d.7p""","=""""","=""9/2""","=""""","=""*""","=""7/2 or 9/2""",,"=""""","=""L12239""",
Th,1,"=""587.7186""","=""0.0003""","=""587.718556""","=""0.000014""","=""21""","=""""",,"=""20322.26571""","=""37332.4981""","=""5f.6d.7s2""","=""1H*""","=""5""","=""5f.6d2.7p ""","=""5K ""","=""6""",,"=""""","=""L3552""",
Xe,2,"=""587.725""","=""""","=""587.725+""","=""""","=""1-""","=""""",,"=""139903.63""","=""156913.68""","=""5s2.5p4.(3P<2>).4f""","=""2[5]*""","=""9/2""","=""5s2.5p4.(3P<2>).6g""","=""2[6]""","=""11/2""",,"=""""","=""L6925""",
Gd,2,"=""587.726""","=""""","=""""","=""""","=""65""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
C,1,"=""587.731""","=""0.003""","=""587.7338""","=""0.0007""","=""3700p(He I)""","=""2.8e+05""",D,"=""70743.97227""","=""87753.763""","=""2s2.2p.3p""","=""3S""","=""1""","=""2s2.2p.7s""","=""3P*""","=""2""",,"=""T5520LS""","=""L17684""",
Ta,1,"=""587.7355""","=""""","=""587.735+""","=""""","=""240""","=""2.33e+06""",B+,"=""13351.45""","=""30361.22""","=""5d4.(5D).6s""","=""a 6D""","=""9/2""","=""5d3.6s.(5F).6p""","=""z 6F*""","=""11/2""",,"=""T4976""","=""L7593,L3475""",
Th,1,"=""587.7552""","=""0.0003""","=""587.756087""","=""0.000024""","=""11""","=""""",,"=""25877.50128""","=""42886.6475""","=""""","=""*""","=""4""","=""""","=""""","=""4 or 5""",,"=""""","=""L12239""",
La,1,"=""587.763""","=""""","=""587.762+""","=""""","=""21""","=""1.74e+06""",C+,"=""3010.002""","=""20018.99""","=""5d2.(3F).6s""","=""4F""","=""5/2""","=""5d.6s.(1D).6p""","=""*""","=""3/2""",,"=""T9460""","=""L3475""",
Ti,1,"=""587.7657""","=""0.0004""","=""587.76573""","=""0.00014""","=""14""","=""""",,"=""26772.968""","=""43781.8353""","=""3d3.(4F).4p""","=""y 5G*""","=""5""","=""3d3.(4F).4d""","=""5G""","=""5""",,"=""""","=""L10989""",
Th,1,"=""587.7678""","=""0.0003""","=""587.767782""","=""0.000014""","=""11""","=""""",,"=""24032.22651""","=""41041.0343""","=""5f.6d.7s.7p""","=""5G""","=""4""","=""""","=""*""","=""4""",,"=""""","=""L12239""",
Cs,2,"=""587.7707""","=""0.0005""","=""587.77134""","=""0.00006""","=""61""","=""""",,"=""157453.8634""","=""174462.5681""","=""5p5.(2P*<3/2>).4f""","=""2[7/2]""","=""3""","=""5p5.(2P*<3/2>).6g""","=""2[5/2]*""","=""2""",,"=""""","=""L12126""",
Th,1,"=""587.77845""","=""0.00021""","=""587.77829""","=""0.00006""","=""73""","=""""",,"=""23990.41162""","=""40998.9153""","=""5f.6d.7s.7p""","=""5F""","=""2""","=""""","=""*""","=""1""",,"=""""","=""L12239""",
Fe,1,"=""587.7788""","=""0.0007""","=""587.77935""","=""0.00005""","=""105bl""","=""""",,"=""33695.397""","=""50703.870""","=""3d7.(4F).4p""","=""y 5F*""","=""5""","=""3d6.(5D).4s (6D).4d""","=""e 5G""","=""5""",,"=""""","=""L11631""",
Nb,1,"=""587.779""","=""""","=""""","=""""","=""17""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Ti,4,"=""587.779""","=""""","=""587.777+""","=""""","=""14""","=""""",,"=""258838.48""","=""275847.01""","=""3p6.5d""","=""2D""","=""3/2""","=""3p6.5f""","=""2F*""","=""5/2""",,"=""""","=""L2753,L11926""",
La,1,"=""587.799""","=""""","=""587.799+""","=""""","=""16""","=""1.15e+07""",C+,"=""8446.044""","=""25453.95""","=""5d2.(1D).6s""","=""2D""","=""3/2""","=""5d.6s.(3D).6p""","=""*""","=""1/2""",,"=""T9460""","=""L3475""",
Np,1,"=""587.804""","=""""","=""""","=""""","=""300l""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3793""",
Cr,1,"=""587.804""","=""0.008""","=""587.803""","=""0.003""","=""50s""","=""""",,"=""45663.2579""","=""62671.04""","=""3d5.(4G).4p""","=""y 5H*""","=""5""","=""3d5.(4G).4d""","=""f 5G""","=""4""",,"=""""","=""L808""",
Co,1,"=""""","=""""","=""587.807""","=""""","=""""","=""2.2e+04""",D,"=""15774.04""","=""32781.71""","=""3p6.3d8.(3P).4s""","=""b 4P""","=""3/2""","=""3p6.3d7.(4F).4s.4p.(3P*)""","=""z 2F*""","=""5/2""",,"=""T4223""","=""""",
Pr,1,"=""587.810""","=""""","=""""","=""""","=""35""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Ti,2,"=""587.8229""","=""0.0003""","=""587.82288""","=""0.00006""","=""12""","=""""",,"=""65095.9741""","=""82103.1876""","=""3d2.(3F).4d""","=""e 4G""","=""9/2""","=""3d2.(3F).4f""","=""4G*""","=""11/2""",,"=""""","=""u37""",
Th,2,"=""587.82763""","=""0.00006""","=""587.827589""","=""0.000014""","=""140*""","=""""",,"=""17272.25153""","=""34279.3288""","=""5f.6d.(3G*).7s""","=""2G*""","=""9/2""","=""5f2.(1G).7s""","=""""","=""7/2""",,"=""""","=""L5951""",
Th,1,"=""587.82763""","=""0.00006""","=""587.827872""","=""0.000024""","=""140*""","=""""",,"=""25355.57481""","=""42362.6439""","=""""","=""*""","=""4""","=""""","=""""","=""4""",,"=""""","=""L5951""",
Fe,2,"=""587.85322""","=""0.00016""","=""587.85366""","=""0.00010""","=""80""","=""1.6e+06""",D+,"=""88059.304""","=""105065.627""","=""3d5.(4P).4s.4p.(3P*)""","=""6D*""","=""5/2""","=""3d6.(5D).5d""","=""6G""","=""7/2""",,"=""T6892c83""","=""L18349c139""",
Pm,2,"=""587.876""","=""""","=""""","=""""","=""100c""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L7345""",
Xe,1,"=""587.892""","=""0.001""","=""587.893+""","=""""","=""6""","=""""",,"=""77185.041""","=""94190.24""","=""5p5.(2P*<1/2>).6s""","=""2[1/2]*""","=""1""","=""5p5.(2P*<3/2>).9p""","=""2[3/2]""","=""2""",,"=""""","=""L4739""",
Th,1,"=""587.89266""","=""0.00017""","=""587.893346""","=""0.000008""","=""100""","=""""",,"=""12847.96912""","=""29853.14415""","=""6d3.(4P).7s""","=""5P""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L12239""",
V,2,"=""""","=""""","=""587.90041""","=""0.00014""","=""""","=""1.4e-01""",E,"=""13608.9393""","=""30613.910""","=""3d4""","=""b 3F2""","=""4""","=""3d4""","=""d 3F1""","=""4""",E2,"=""T9770""","=""""",
Pr,1,"=""587.904""","=""""","=""""","=""""","=""35""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Th,2,"=""587.9048""","=""0.0003""","=""587.90473""","=""0.00003""","=""25""","=""""",,"=""35165.3599""","=""52170.2057""","=""5f.(2F*).6d2.(3F)""","=""2I*""","=""13/2""","=""5f2.(1I).6d""","=""2I""","=""11/2""",,"=""""","=""L12239""",
Th,1,"=""587.91265""","=""0.00005""","=""587.912594""","=""0.000005""","=""180""","=""""",,"=""11877.839132""","=""28882.45742""","=""6d.7s2.7p""","=""3D*""","=""1""","=""""","=""""","=""2""",,"=""""","=""L5951""",
Ti,2,"=""587.914""","=""0.002""","=""587.91295""","=""0.00010""","=""4""","=""""",,"=""65314.4599""","=""82319.068""","=""3d2.(3F).4d""","=""f 2F""","=""5/2""","=""3d2.(3F).4f""","=""2D*""","=""5/2""",,"=""""","=""L5432""",
Pr,2,"=""587.925""","=""""","=""587.926+""","=""""","=""80""","=""7.4e+06""",C+,"=""11005.57""","=""28009.80""","=""4f3.(4I*).5d""","=""5I*""","=""7""","=""4f3.(4I*).6p?""","=""""","=""7""",,"=""T8137""","=""L3475""",
V,1,"=""587.9365""","=""0.0004""","=""587.93615""","=""0.00021""","=""26000""","=""""",,"=""25253.457""","=""42257.394""","=""3d4.(5D).4p""","=""y 6F*""","=""11/2""","=""3d4.(5D).4d""","=""e 6G""","=""11/2""",,"=""""","=""L15916""",
W,1,"=""587.944""","=""""","=""587.951""","=""0.003""","=""1""","=""""",,"=""28898.96""","=""45902.48""","=""5d4.6s2""","=""3P1""","=""2""","=""""","=""*""","=""2""",,"=""""","=""L153""",
Th,2,"=""587.9479""","=""0.0005""","=""587.948138""","=""0.000018""","=""63""","=""""",,"=""17722.98541""","=""34726.5757""","=""5f.(2F*).6d2.(3F)""","=""*""","=""9/2""","=""5f.6d.(3F*).7p""","=""""","=""7/2""",,"=""""","=""L2372""",
Fe,1,"=""587.9487""","=""0.0007""","=""587.94846""","=""0.00008""","=""18bl*""","=""""",,"=""40052.035""","=""57055.616""","=""3d5.(6S).4s2.4p""","=""y 7P*""","=""2""","=""3d6.4s.(6D).5d""","=""5G""","=""3""",,"=""""","=""L11631""",
Fe,1,"=""587.9487""","=""0.0007""","=""587.94874""","=""0.00005""","=""18bl*""","=""2.1e+05""",E,"=""37157.566""","=""54161.139""","=""3d6.(5D).4s.4p.(1P*)""","=""y 5P*""","=""2""","=""3d7.(4F).4d""","=""f 5G""","=""3""",,"=""T2578n""","=""L11631""",
C,2,"=""""","=""""","=""587.954""","=""0.006""","=""""","=""7.82e+04""",B,"=""168729.51""","=""185732.93""","=""2p3""","=""2P*""","=""1/2""","=""2s2.7s""","=""2S""","=""1/2""",,"=""T5109LS""","=""""",
S,1,"=""587.963""","=""0.003""","=""587.9664""","=""0.0017""","=""160""","=""3.93e+05""",D,"=""63446.038""","=""80449.10""","=""3s2.3p3.(4S*).4p""","=""5P""","=""1""","=""3s2.3p3.(4S*).8s""","=""5S*""","=""2""",,"=""T8595,T7952""","=""L7427""",
W,1,"=""587.969""","=""""","=""""","=""""","=""2""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
Hf,1,"=""587.9772""","=""0.0007""","=""587.9784""","=""0.0003""","=""88""","=""""",,"=""28267.4366""","=""45270.151""","=""5d2.(a 3F).6s.(a 4F).6p""","=""y 3D*""","=""2""","=""5d2.(3P).6s.(a 4P).7s""","=""e 3P""","=""1""",,"=""""","=""L16323""",
Zr,1,"=""587.980""","=""""","=""""","=""""","=""340""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Cr,1,"=""587.981""","=""0.004""","=""587.98337""","=""0.00005""","=""20""","=""""",,"=""24286.5418""","=""41289.1133""","=""3d5.(4D).4s""","=""b 5D""","=""1""","=""3d4.(5D).4s.4p.(1P*)""","=""y 5D*""","=""1""",,"=""""","=""L808""",
Kr,1,"=""587.990035""","=""""","=""587.99003+""","=""""","=""50""","=""5.5e+04""",C+,"=""80916.7680""","=""97919.1468""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""","=""4s2.4p5.(2P*<1/2>).5p""","=""2[1/2]""","=""1""",,"=""T7199""","=""L11281""",
Y,1,"=""587.9929""","=""""","=""587.99297""","=""0.00008""","=""24""","=""8.5e+06""",C,"=""16146.138""","=""33148.432""","=""4d.5s.(3D).5p""","=""z 2D*""","=""3/2""","=""4d.5s.(3D).6s""","=""e 4D""","=""1/2""",,"=""T4373""","=""L7610,L3475""",
Mg,10,"=""""","=""""","=""589""","=""""","=""""","=""3.38e+06""",A,"=""1726520""","=""1743500""","=""1s2.3p""","=""2P*""","=""1/2""","=""1s2.3d""","=""2D""","=""3/2""",,"=""c42""","=""""",
Fe,1,"=""588.00268""","=""0.00010""","=""588.00268""","=""0.00005""","=""23""","=""""",,"=""36766.966""","=""53768.979""","=""3d6.(5D).4s.4p.(1P*)""","=""y 5P*""","=""3""","=""3d7.(4F).4d""","=""f 5G""","=""4""",,"=""""","=""L11631""",
W,1,"=""588.021""","=""""","=""588.022""","=""0.003""","=""10""","=""""",,"=""34121.68""","=""51123.14""","=""""","=""*""","=""4""","=""5d4.6s.(6D).7s""","=""5D""","=""4""",,"=""""","=""L153""",
Cd,2,"=""588.0220""","=""""","=""588.021+""","=""""","=""50""","=""""",,"=""110247.60""","=""127249.09""","=""4d10.6d""","=""2D""","=""5/2""","=""4d10.7f""","=""2F*""","=""7/2""",,"=""""","=""L3540""",
Ti,1,"=""588.0268""","=""0.0004""","=""588.02696""","=""0.00014""","=""140""","=""3.48e+05""",C+,"=""8492.422""","=""25493.733""","=""3d2.4s2""","=""a 3P""","=""1""","=""3d2.(1D).4s.4p.(3P*)""","=""3P*""","=""2""",,"=""T4498""","=""L10989""",
