element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
S,2,"=""435.6866""","=""0.0006""","=""435.6870""","=""0.0006""","=""640""","=""""",,"=""138509.175""","=""161454.982""","=""3s2.3p2.(1D).3d""","=""2F""","=""5/2""","=""3s2.3p2.(3P<2>).4f""","=""2[3]*""","=""7/2""",,"=""""","=""L5883""",
Hf,1,"=""435.7000""","=""0.0007""","=""435.700253""","=""0.000015""","=""2400""","=""2.5e+05""",C+,"=""5638.6151""","=""28583.7248""","=""5d2.6s2""","=""a 1D""","=""2""","=""5d2.(a 3F).6s.(a 4F).6p""","=""z 3G*""","=""3""",,"=""T5346""","=""L16323""",
Th,2,"=""435.7074""","=""0.0003""","=""435.707524""","=""0.000008""","=""33""","=""""",,"=""13248.70938""","=""36193.4362""","=""6d3""","=""4F""","=""9/2""","=""5f.(2F*).6d2.(3P)""","=""*""","=""9/2""",,"=""""","=""L2372""",
W,2,"=""435.71534""","=""""","=""435.7151""","=""0.0004""","=""4""","=""""",,"=""37312.218""","=""60256.547""","=""""","=""""","=""7/2""","=""""","=""""","=""7/2""",,"=""""","=""L11762""",
O,2,"=""435.7252""","=""""","=""435.7221""","=""""","=""10*""","=""""",,"=""232745.981""","=""255689.939""","=""2s2.2p2.(3P).3d""","=""4D""","=""3/2""","=""2s2.2p2.(3P).4f D""","=""2[3]*""","=""5/2""",,"=""""","=""L10621""",
O,2,"=""435.7252""","=""""","=""435.7254""","=""""","=""10*""","=""""",,"=""232747.562""","=""255691.346""","=""2s2.2p2.(3P).3d""","=""4D""","=""5/2""","=""2s2.2p2.(3P).4f D""","=""2[3]*""","=""7/2""",,"=""""","=""L10621""",
O,2,"=""435.7252""","=""""","=""435.7257""","=""""","=""10*""","=""2.72e+04""",C,"=""208484.202""","=""231427.970""","=""2s2.2p2.(3P).3p""","=""4P*""","=""5/2""","=""2s2.2p2.(3P).3d""","=""4F""","=""7/2""",,"=""T6172""","=""L10621""",
Ti,3,"=""435.727""","=""""","=""435.727+""","=""""","=""2""","=""""",,"=""159123.78""","=""182067.49""","=""3p6.3d.4f""","=""1D*""","=""2""","=""3p6.3d.(2D<3/2>).5g""","=""2[7/2]""","=""3""",,"=""""","=""L3593""",
Xe,2,"=""435.728""","=""""","=""435.710+""","=""""","=""0""","=""""",,"=""132518.82""","=""155463.41""","=""5s2.5p4.(3P<2>).7s""","=""2[2]""","=""5/2""","=""5s2.5p4.(1D<2>).4f""","=""2[1]*""","=""3/2""",,"=""""","=""L6991""",
Ne,1,"=""435.7298""","=""0.0020""","=""435.7289""","=""0.0011""","=""20""","=""""",,"=""150315.8612""","=""173259.46""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).10s""","=""2[1/2]*""","=""1""",,"=""""","=""L3469""",
Cu,2,"=""435.7339""","=""0.0004""","=""435.73345""","=""0.00006""","=""5.8""","=""""",,"=""116387.7873""","=""139331.149""","=""3d9.(2D<5/2>).4d""","=""2[5/2]""","=""2""","=""3d8.(1G).4s.4p.(3P*)""","=""3F*""","=""3""",,"=""""","=""L869c171""",
V,1,"=""435.7441""","=""0.0003""","=""435.74374""","=""0.00015""","=""110000*""","=""""",,"=""14514.756""","=""37457.576""","=""3d3.4s2""","=""2D2""","=""3/2""","=""3d4.(3F2).4p""","=""w 2D*""","=""3/2""",,"=""""","=""L15916""",
V,1,"=""435.7441""","=""0.0003""","=""435.74429""","=""0.00009""","=""110000*""","=""""",,"=""19078.112""","=""42020.903""","=""3d4.(3F2).4s""","=""a 2F""","=""7/2""","=""3d4.(3D).4p""","=""u 2F*""","=""7/2""",,"=""""","=""L15916""",
Sc,1,"=""435.7456""","=""0.0009""","=""435.7445""","=""0.0004""","=""3""","=""""",,"=""18504.058""","=""41446.839""","=""3d.4s.(3D).4p""","=""4P*""","=""1/2""","=""3d.4s.(3D).4d""","=""4P""","=""1/2""",,"=""""","=""L4189c12""",
Cr,1,"=""435.75200""","=""0.00010""","=""435.75200""","=""0.00003""","=""14""","=""6.8e+06""",D,"=""27163.1052""","=""50105.4904""","=""3d5.(4P).4s""","=""b 3P""","=""0""","=""3d5.(4D).4p""","=""w 3D*""","=""1""",,"=""T3963""","=""L14866""",
O,2,"=""""","=""""","=""435.7522""","=""""","=""""","=""""",,"=""232747.562""","=""255689.939""","=""2s2.2p2.(3P).3d""","=""4D""","=""5/2""","=""2s2.2p2.(3P).4f D""","=""2[3]*""","=""5/2""",,"=""""","=""L11267""",
Al,3,"=""435.7562""","=""""","=""435.757""","=""""","=""4d""","=""7.40e+06""",A+,"=""178433.43""","=""201375.56""","=""2p6.5p""","=""2P*""","=""1/2""","=""2p6.6d""","=""2D""","=""3/2""",,"=""c32""","=""L277""",
Fe,2,"=""435.7571""","=""0.0004""","=""435.75734""","=""0.00008""","=""100""","=""9.e+05""",D+,"=""49100.956""","=""72043.060""","=""3d6.(3P1).4s""","=""c 4P""","=""1/2""","=""3d6.(3D).4p""","=""w 4P*""","=""3/2""",,"=""T6892c83""","=""L18349c139""",
Th,2,"=""435.761317""","=""0.000019""","=""435.761323""","=""0.000004""","=""420""","=""""",,"=""1521.89632""","=""24463.79045""","=""6d2.(3F).7s""","=""4F""","=""5/2""","=""5f.(2F*).6d2.(3F)""","=""4P*""","=""5/2""",,"=""""","=""L5951""",
Xe,3,"=""435.763""","=""0.005""","=""435.763+""","=""""","=""3""","=""""",,"=""126119.77""","=""149061.57""","=""5s2.5p3.(2D*).5d""","=""3F*""","=""3""","=""5s2.5p3.(4S*).6p""","=""5P""","=""3""",,"=""""","=""L10579""",
V,1,"=""435.7648""","=""0.0003""","=""435.76446""","=""0.00006""","=""35000""","=""""",,"=""20828.481""","=""43770.210""","=""3d3.(4F).4s.4p.(3P*)""","=""z 4D*""","=""5/2""","=""3d3.4s.(5F).4d""","=""4D""","=""5/2""",,"=""""","=""L15916""",
Cd,2,"=""""","=""""","=""435.771+""","=""""","=""""","=""""",,"=""89843.78""","=""112785.19""","=""4d10.5d""","=""2D""","=""5/2""","=""4d9.5s.(3D).5p""","=""4F*""","=""3/2""",,"=""""","=""""",
Y,1,"=""435.7726""","=""""","=""435.77259""","=""0.00008""","=""120""","=""""",,"=""16816.641""","=""39757.942""","=""4d.5s.(3D).5p""","=""z 4D*""","=""5/2""","=""4d.5s.(3D).5d""","=""e 4F""","=""7/2""",,"=""""","=""L7610,L3475""",
Th,1,"=""435.77715""","=""0.00006""","=""435.777155""","=""0.000019""","=""21""","=""""",,"=""18069.065569""","=""41010.1262""","=""6d.7s2.7p""","=""1F*""","=""3""","=""""","=""""","=""3""",,"=""""","=""L5951""",
La,1,"=""""","=""""","=""435.7913+""","=""""","=""""","=""1.28e+06""",C,"=""3010.002""","=""25950.32""","=""5d2.(3F).6s""","=""4F""","=""5/2""","=""5d2.(3P).6p""","=""*""","=""3/2""",,"=""T9460""","=""""",
Ne,1,"=""435.7918""","=""0.0020""","=""435.7901""","=""0.0010""","=""50""","=""""",,"=""149824.2215""","=""172764.60""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).11s""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
Th,1,"=""435.79753""","=""0.00006""","=""435.797573""","=""0.000010""","=""35""","=""""",,"=""13945.307389""","=""36885.2932""","=""6d.7s2.7p""","=""3F*""","=""3""","=""""","=""""","=""4""",,"=""""","=""L5951""",
Re,2,"=""435.798""","=""""","=""""","=""""","=""40""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
In,2,"=""435.800""","=""0.004""","=""435.800""","=""0.003""","=""110""","=""2.2e+06""",D+,"=""124742.729""","=""147682.61""","=""5s.6d""","=""3D""","=""1""","=""5s.10f""","=""3F*""","=""2""",,"=""T9131""","=""L3548c127""",
Th,1,"=""435.80795""","=""0.00004""","=""435.807948""","=""0.000008""","=""64""","=""""",,"=""14465.221873""","=""37404.6616""","=""6d2.7s.7p""","=""5G*""","=""2""","=""""","=""""","=""3""",,"=""""","=""L5951""",
Mg,3,"=""435.8138""","=""""","=""435.8125""","=""""","=""2""","=""""",,"=""561798.7""","=""584737.9""","=""2s2.2p5.(2P*<3/2>).4p""","=""2[5/2]""","=""3""","=""2s2.2p5.(2P*<1/2>).4d""","=""2[3/2]*""","=""2""",,"=""""","=""L1434""",
Fe,2,"=""435.8162""","=""0.0004""","=""435.81630""","=""0.00006""","=""70""","=""2.5e+06""",D+,"=""76129.465""","=""99068.465""","=""3d6.(1S2).4p""","=""x 2P*""","=""3/2""","=""3d6.(3P2).5s""","=""2P""","=""3/2""",,"=""T6892c83""","=""L18349c139""",
Nd,2,"=""435.8169""","=""""","=""435.8161+""","=""""","=""850""","=""1.72e+07""",B+,"=""2585.460""","=""25524.470""","=""4f4.(5I).6s""","=""6I""","=""13/2""","=""4f4.(5I).6p""","=""6K*""","=""13/2""",,"=""T7685""","=""L3260,L3475""",
Th,1,"=""435.831998""","=""0.000011""","=""435.832002""","=""0.000004""","=""1200""","=""""",,"=""10783.15535""","=""33721.32901""","=""6d.7s2.7p""","=""3F*""","=""2""","=""""","=""""","=""2""",,"=""""","=""L18702""",
Pt,1,"=""435.83276""","=""0.00019""","=""435.83255""","=""0.00010""","=""250""","=""""",,"=""36844.695""","=""59782.840""","=""5d9.6p""","=""3P*""","=""1""","=""5d9.6d""","=""1P""","=""1""",,"=""""","=""L6581""",
Hg,1,"=""435.8335""","=""0.0001""","=""435.83363""","=""0.00008""","=""12000""","=""5.6e+07""",B,"=""39412.237""","=""62350.325""","=""5d10.6s.6p""","=""3P*""","=""1""","=""5d10.6s.7s""","=""3S""","=""1""",,"=""T5292""","=""L7247""",
198Hg,1,"=""435.833744""","=""0.000004""","=""435.833745""","=""0.000003""","=""12000""","=""""",,"=""39412.45870""","=""62350.54062""","=""5d10.6s.6p""","=""3P*""","=""1""","=""5d10.6s.7s""","=""3S""","=""1""",,"=""""","=""L8650""",
Fe,2,"=""435.8367""","=""""","=""435.83674""","=""0.00003""","="":""","=""7.17e-01""",C+,"=""3117.4877""","=""26055.4120""","=""3d7""","=""a 4F""","=""3/2""","=""3d6.(3G).4s""","=""a 4G""","=""5/2""",E2,"=""T8961""","=""L22747,L22760""",
Ca,3,"=""435.8379""","=""0.0018""","=""435.8366""","=""0.0011""","=""410""","=""1.17e+08""",B,"=""327962.11""","=""350900.04""","=""3s2.3p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""1""","=""3s2.3p5.(2P*<1/2>).4f""","=""2[5/2]""","=""2""",,"=""u33""","=""L1405""",
In,2,"=""435.839""","=""0.004""","=""435.8402""","=""0.0025""","=""48""","=""""",,"=""124742.729""","=""147680.47""","=""5s.6d""","=""3D""","=""1""","=""5s.10f""","=""3F*""","=""3""",E2,"=""""","=""L3548c127""",
Dy,2,"=""435.844""","=""""","=""""","=""""","=""200""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
O,2,"=""435.8451""","=""""","=""435.8442""","=""""","=""7""","=""""",,"=""232753.816""","=""255691.346""","=""2s2.2p2.(3P).3d""","=""4D""","=""7/2""","=""2s2.2p2.(3P).4f D""","=""2[3]*""","=""7/2""",,"=""""","=""L10621""",
Tc,1,"=""435.8491""","=""""","=""435.8490""","=""""","=""400""","=""""",,"=""11578.60""","=""34515.88""","=""4d6.(5D).5s""","=""4D""","=""3/2""","=""4d5.(6S).5s.(5S).5p""","=""4P*""","=""5/2""",,"=""""","=""L149""",
Ar,2,"=""435.84915""","=""0.00004""","=""435.849124""","=""0.000008""","=""3""","=""1.8e+05""",D,"=""161048.7411""","=""183986.0137""","=""3s2.3p4.(3P).4p""","=""4S*""","=""3/2""","=""3s2.3p4.(3P).4d""","=""4D""","=""3/2""",,"=""T926""","=""L2634""",
Fe,1,"=""435.84989""","=""0.00006""","=""435.85007""","=""0.00003""","=""1860""","=""8.09e+05""",C+,"=""23783.619""","=""46720.842""","=""3d6.4s2""","=""b 3G""","=""5""","=""3d7.(4P).4p""","=""u 5D*""","=""4""",,"=""T5720""","=""L11631""",
Th,2,"=""435.85349""","=""0.00006""","=""435.853420""","=""0.000008""","=""28""","=""""",,"=""15242.89888""","=""38179.9454""","=""5f.(2F*).6d2.(3F)""","=""4H*""","=""9/2""","=""5f.6d.(3H*).7p""","=""""","=""9/2""",,"=""""","=""L5951""",
Th,2,"=""435.85551""","=""0.00004""","=""435.855511""","=""0.000010""","=""87""","=""""",,"=""12219.97621""","=""35156.9127""","=""6d2.(1D).7s""","=""2D""","=""3/2""","=""5f.(2F*).6d2.(1G)""","=""*""","=""5/2""",,"=""""","=""L5951""",
Cr,1,"=""435.857""","=""0.003""","=""435.85427""","=""0.00006""","=""2""","=""""",,"=""24940.594""","=""47877.596""","=""3d4.4s2""","=""a 3F""","=""2""","=""3d5.(4G).4p""","=""u 5F*""","=""1""",,"=""""","=""L808""",
Sc,1,"=""435.8649""","=""0.0009""","=""435.8655""","=""0.0003""","=""5""","=""""",,"=""16022.7219""","=""38959.131""","=""3d.4s.(1D).4p""","=""2D*""","=""5/2""","=""3d.4s.(3D).4d""","=""2F""","=""7/2""",,"=""""","=""L4189c12""",
Cr,1,"=""435.86527""","=""0.00017""","=""435.86526""","=""0.00004""","=""4""","=""""",,"=""25106.2953""","=""48042.7187""","=""3d4.4s2""","=""a 3F""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L14866""",
Th,2,"=""435.86686""","=""0.00008""","=""435.866855""","=""0.000010""","=""15""","=""""",,"=""15453.03596""","=""38389.3755""","=""5f.6d.(3D*).7s""","=""4D*""","=""7/2""","=""5f.7s.(3F*).7p""","=""""","=""7/2""",,"=""""","=""L5951""",
Fe,1,"=""435.8684""","=""0.0003""","=""435.86835""","=""0.00003""","=""155""","=""""",,"=""24335.766""","=""47272.027""","=""3d7.(2P).4s""","=""c 3P""","=""2""","=""3d7.(4P).4p""","=""w 3D*""","=""1""",,"=""""","=""L11631""",
Re,1,"=""435.869""","=""""","=""""","=""""","=""380""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Hf,1,"=""435.8700""","=""0.0011""","=""435.86968""","=""0.00021""","=""200""","=""""",,"=""20908.462""","=""43844.653""","=""5d3.(b 4P).6s""","=""a 5P""","=""2""","=""""","=""4384*""","=""1""",,"=""""","=""L16323""",
Y,2,"=""435.8723""","=""""","=""435.8724+""","=""""","=""800""","=""5.55e+06""",A+,"=""840.198""","=""23776.245""","=""4d.5s""","=""a 3D""","=""1""","=""5s.5p""","=""z 3P*""","=""1""",,"=""T4373""","=""L10987,L3475""",
Ne,1,"=""435.8816""","=""0.0020""","=""435.8809""","=""0.0011""","=""20""","=""""",,"=""149824.2215""","=""172759.82""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).11s""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
Th,2,"=""435.88190""","=""0.00006""","=""435.881849""","=""0.000010""","=""22""","=""""",,"=""18973.77768""","=""41909.3282""","=""5f.6d.(1F*).7s""","=""*""","=""7/2""","=""5f.6d.(3F*).7p""","=""""","=""9/2""",,"=""""","=""L5951""",
Ti,3,"=""435.889""","=""""","=""435.889+""","=""""","=""1""","=""""",,"=""135601.47""","=""158536.63""","=""3p6.3d.4d""","=""3P""","=""1""","=""3p6.3d.4f""","=""3F*""","=""2""",,"=""""","=""L3593""",
Mg,3,"=""435.8979""","=""""","=""435.8980""","=""""","=""3""","=""""",,"=""561798.7""","=""584733.4""","=""2s2.2p5.(2P*<3/2>).4p""","=""2[5/2]""","=""3""","=""2s2.2p5.(2P*<1/2>).4d""","=""2[5/2]*""","=""3""",,"=""""","=""L1434""",
Sc,1,"=""435.9079""","=""0.0009""","=""435.9076""","=""0.0004""","=""5""","=""""",,"=""18571.386""","=""41505.582""","=""3d.4s.(3D).4p""","=""4P*""","=""5/2""","=""3d.4s.(3D).4d""","=""4P""","=""5/2""",,"=""""","=""L4189c12""",
S,4,"=""""","=""""","=""435.91+""","=""""","=""""","=""3.11e+06""",D,"=""278642.4""","=""301576.4""","=""3s.3p.(1P*).3d""","=""2P*""","=""3/2""","=""3s.3p.(3P*).4p""","=""2D""","=""5/2""",,"=""T6527c4,LS""","=""""",
Th,2,"=""435.91286""","=""0.00008""","=""435.912860""","=""0.000021""","=""17""","=""""",,"=""20310.94225""","=""43244.8612""","=""5f.(2F*).6d2.(3F)""","=""*""","=""5/2""","=""5f2.(3F).6d""","=""""","=""3/2""",,"=""""","=""L5951""",
Ac,2,"=""435.9130""","=""0.0009""","=""435.9118""","=""0.0004""","=""7300""","=""1.02e+07""",C+,"=""5267.147""","=""28201.120""","=""6d.7s""","=""3D""","=""2""","=""7s.7p""","=""3P*""","=""2""",,"=""T10463""","=""L7344""",
Ti,2,"=""435.91769""","=""0.00019""","=""435.91798""","=""0.00003""","=""10""","=""""",,"=""45548.9273""","=""68482.5767""","=""3d2.(3P).4p""","=""y 2P*""","=""3/2""","=""3d2.(3F).4d""","=""2D""","=""5/2""",,"=""""","=""u37""",
Tc,1,"=""435.9257""","=""""","=""435.9263""","=""""","=""200""","=""""",,"=""21204.96""","=""44138.17""","=""4d6.(3H).5s""","=""2H""","=""9/2""","=""4d6.(3H).5p""","=""2I*""","=""11/2""",,"=""""","=""L149""",
Th,2,"=""435.92856""","=""0.00017""","=""435.92777""","=""0.00003""","=""31""","=""""",,"=""28720.8355""","=""51653.9702""","=""6d.7s.(3D).7p""","=""*""","=""3/2""","=""5f2.(3P).6d""","=""""","=""1/2""",,"=""""","=""L12239""",
Fe,2,"=""435.9332""","=""""","=""435.933219""","=""0.000012""","="":""","=""1.15e+00""",C+,"=""384.7872""","=""23317.6351""","=""3d6.(5D).4s""","=""a 6D""","=""7/2""","=""3d5.4s2""","=""a 6S""","=""5/2""",E2,"=""T8961,T7504""","=""L22745,L22747,L22760""",
W,1,"=""435.937""","=""""","=""435.9385""","=""0.0015""","=""2""","=""""",,"=""33569.53""","=""56502.10""","=""""","=""""","=""4""","=""""","=""*""","=""4""",,"=""""","=""L153,L416""",
Th,1,"=""435.937190""","=""0.000011""","=""435.937187""","=""0.000005""","=""1500""","=""""",,"=""10526.544406""","=""33459.18355""","=""5f.6d.7s2""","=""3G*""","=""3""","=""5f.6d.7s.7p""","=""3H""","=""4""",,"=""""","=""L5951""",
O,2,"=""435.9392""","=""""","=""435.9395""","=""""","=""7""","=""1.44e+06""",C+,"=""211522.117""","=""234454.634""","=""2s2.2p2.(3P).3p""","=""2D*""","=""3/2""","=""2s2.2p2.(3P).3d""","=""2D""","=""5/2""",,"=""T6172n""","=""L10621""",
Fe,9,"=""435.94""","=""""","=""435.91""","=""0.16""","=""""","=""""",,"=""433818.8""","=""456752.7""","=""3s2.3p5.3d""","=""3F*""","=""2""","=""3s2.3p5.3d""","=""1D*""","=""2""",M1,"=""""","=""L19611""",
Th,1,"=""435.94061""","=""0.00006""","=""435.940546""","=""0.000015""","=""24""","=""""",,"=""14226.82045""","=""37159.2829""","=""6d3.(2P).7s""","=""""","=""0""","=""""","=""*""","=""1""",,"=""""","=""L5951""",
Co,1,"=""""","=""""","=""435.9427""","=""""","=""""","=""5.9e+05""",B,"=""25269.25""","=""48201.60""","=""3p6.3d7.(4F).4s.4p.(3P*)""","=""z 6D*""","=""7/2""","=""3p6.3d7.4s.(5F).5s""","=""f 4F""","=""7/2""",,"=""T4223""","=""""",
Ba,1,"=""435.95269""","=""""","=""435.9527+""","=""""","=""9""","=""""",,"=""13514.745""","=""36446.570""","=""6s.6p""","=""3P*""","=""2""","=""5d.6d""","=""1P""","=""1""",,"=""""","=""L9224""",
Th,1,"=""435.95578""","=""0.00004""","=""435.955894""","=""0.000006""","=""52""","=""""",,"=""12114.36618""","=""35046.0213""","=""5f.6d.7s2""","=""1D*""","=""2""","=""""","=""5F""","=""1""",,"=""""","=""L5951""",
Cr,1,"=""435.96246""","=""0.00004""","=""435.962444""","=""0.000013""","=""1420""","=""5.4e+06""",C,"=""7927.4410""","=""30858.7516""","=""3d4.4s2""","=""a 5D""","=""2""","=""3d4.(5D).4s.4p.(3P*)""","=""z 5F*""","=""2""",,"=""T3196""","=""L14866""",
Mn,1,"=""""","=""""","=""435.9632""","=""""","=""""","=""9.9e+05""",E,"=""37737.22""","=""60668.49""","=""3d6.(3G).4s""","=""b 4G""","=""7/2""","=""3d6.(3H).4p""","=""z 2G*""","=""9/2""",,"=""T1117""","=""""",
Sc,1,"=""435.9649""","=""0.0009""","=""435.9650""","=""0.0004""","=""3""","=""""",,"=""18515.665""","=""41446.839""","=""3d.4s.(3D).4p""","=""4P*""","=""3/2""","=""3d.4s.(3D).4d""","=""4P""","=""1/2""",,"=""""","=""L4189c12""",
W,1,"=""435.9663""","=""""","=""435.9647""","=""0.0015""","=""3""","=""""",,"=""15069.93""","=""38001.12""","=""5d4.6s2""","=""3H""","=""5""","=""""","=""*""","=""4""",,"=""""","=""L153""",
Zr,2,"=""435.974""","=""""","=""""","=""""","=""290""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Pr,2,"=""435.979""","=""""","=""435.979+""","=""""","=""410c""","=""1.05e+07""",C+,"=""5079.35""","=""28009.80""","=""4f3.(4I*<15/2>).6s<1/2>""","=""(15/2,1/2)*""","=""7""","=""4f3.(4I*).6p?""","=""""","=""7""",,"=""T8137""","=""L3475""",
Th,2,"=""435.9804""","=""0.0003""","=""435.98047""","=""0.00006""","=""8""","=""""",,"=""37063.3065""","=""59993.669""","=""5f.6d.(3H*).7p""","=""""","=""9/2""","=""5f2.7p? ""","=""*""","=""9/2""",,"=""""","=""L2372""",
Mn,1,"=""""","=""""","=""435.9822""","=""""","=""""","=""7.2e+05""",E,"=""38008.70""","=""60938.97""","=""3d6.(3H).4s""","=""a 2H""","=""11/2""","=""3d5.(a 2D).4s.4p.(3P*)""","=""w 4F*""","=""9/2""",,"=""T1117""","=""""",
Th,1,"=""435.98379""","=""0.00006""","=""435.983702""","=""0.000012""","=""19""","=""""",,"=""15166.900593""","=""38097.0931""","=""6d2.7s.7p""","=""5G*""","=""3""","=""""","=""""","=""2""",,"=""""","=""L5951""",
Tl,1,"=""435.99""","=""""","=""""","=""""","=""2""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L611""",
Hf,1,"=""435.9900""","=""0.0011""","=""""","=""""","=""40""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L16323""",
Cr,1,"=""435.99118""","=""0.0002""","=""435.99105""","=""0.00003""","=""3""","=""""",,"=""24056.0404""","=""46985.8465""","=""3d4.4s2""","=""a 3H""","=""5""","=""3d4.(3H).4s.4p.(3P*)""","=""z 3G*""","=""5""",,"=""""","=""L14866""",
Tm,1,"=""435.9928""","=""0.0005""","=""435.99274+""","=""""","=""27000""","=""1.20e+07""",B+,"=""0.000""","=""22929.717""","=""4f13.(2F*).6s2""","=""2F*""","=""7/2""","=""4f12.(3H<5>).5d<5/2>.6s2""","=""""","=""5/2""",,"=""T6708""","=""L2006,L3475""",
Cr,1,"=""435.99911""","=""0.00007""","=""435.99909""","=""0.00003""","=""17""","=""""",,"=""27176.1072""","=""50105.4904""","=""3d5.(4P).4s""","=""b 3P""","=""1""","=""3d5.(4D).4p""","=""w 3D*""","=""1""",,"=""""","=""L14866""",
Na,7,"=""""","=""""","=""436""","=""3""","=""""","=""6.58e+07""",A,"=""1538950?""","=""1561890?""","=""2s.2p.(1P*).4s""","=""2P*""","=""3/2""","=""2s.2p.(1P*).4p""","=""2D""","=""5/2""",,"=""T7192c3,LS""","=""""",
Na,7,"=""""","=""""","=""436""","=""3""","=""""","=""5.48e+07""",A,"=""1538950?""","=""1561890?""","=""2s.2p.(1P*).4s""","=""2P*""","=""1/2""","=""2s.2p.(1P*).4p""","=""2D""","=""3/2""",,"=""T7192c3,LS""","=""""",
Na,7,"=""""","=""""","=""436""","=""3""","=""""","=""1.10e+07""",B+,"=""1538950?""","=""1561890?""","=""2s.2p.(1P*).4s""","=""2P*""","=""3/2""","=""2s.2p.(1P*).4p""","=""2D""","=""3/2""",,"=""T7192c3,LS""","=""""",
W,2,"=""436.00786""","=""""","=""436.0077""","=""0.0006""","=""3""","=""""",,"=""31446.928""","=""54375.859""","=""""","=""""","=""7/2""","=""""","=""""","=""5/2""",,"=""""","=""L11762""",
Cu,2,"=""436.0102""","=""0.0003""","=""436.00973""","=""0.00017""","=""47""","=""""",,"=""108014.8372""","=""130943.661""","=""3d9.(2D<5/2>).5s""","=""2[5/2]""","=""3""","=""3d8.(3P).4s.4p.(3P*)""","=""5D*""","=""2""",,"=""""","=""L869c171""",
Tb,1,"=""436.016""","=""""","=""""","=""""","=""280""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Th,1,"=""436.016720""","=""0.000019""","=""436.016719""","=""0.000006""","=""380""","=""""",,"=""7280.123222""","=""30208.5794""","=""6d2.7s2""","=""""","=""2""","=""""","=""*""","=""2""",,"=""""","=""L5951""",
Hf,1,"=""436.0190""","=""0.0011""","=""436.01978""","=""0.00015""","=""280""","=""""",,"=""19791.3040""","=""42719.599""","=""5d.6s2.(a 2D).6p""","=""z 3P*""","=""2""","=""6p2.(3P).5d.(4D).6s""","=""e 3D""","=""2""",,"=""""","=""L16323""",
In,2,"=""436.031""","=""0.004""","=""436.0323""","=""0.0025""","=""110""","=""""",,"=""124776.714""","=""147704.35""","=""5s.6d""","=""3D""","=""2""","=""5s.10f""","=""1F*""","=""3""",,"=""""","=""L3548c130""",
Hf,1,"=""436.0320""","=""0.0011""","=""436.0317""","=""0.0003""","=""400""","=""""",,"=""27018.812""","=""49946.479""","=""5d3.(2H).6s""","=""a 3H""","=""5""","=""""","=""4995*""","=""4""",,"=""""","=""L16323""",
Th,1,"=""436.03715""","=""0.00023""","=""436.03706""","=""0.00006""","=""11""","=""""",,"=""23916.89747""","=""46844.284""","=""""","=""*""","=""4""","=""""","=""""","=""5""",,"=""""","=""L12239""",
La,1,"=""""","=""""","=""436.0456+""","=""""","=""""","=""2.5e+06""",C+,"=""7490.521""","=""30417.46&dagger;""","=""5d2.(3P).6s""","=""4P""","=""3/2""","=""4f.5d.(3P*).6s""","=""4P*""","=""3/2""",,"=""T9460""","=""""",
Ti,1,"=""436.0482""","=""0.0002""","=""436.04824""","=""0.00011""","=""130""","=""""",,"=""17540.188""","=""40466.987""","=""3d3.(2D2).4s""","=""a 3D""","=""3""","=""3d.4s2.4p""","=""v 3P*""","=""2""",,"=""""","=""L10989""",
V,1,"=""436.0578""","=""0.0003""","=""436.05799""","=""0.00006""","=""170000""","=""""",,"=""14548.816""","=""37475.102&dagger;""","=""3d3.4s2""","=""2D2""","=""5/2""","=""3d3.(2D2).4s.4p.(3P*)""","=""w 2F*""","=""7/2""",,"=""""","=""L15916""",
Kr,3,"=""436.063""","=""""","=""436.060+""","=""""","=""1""","=""""",,"=""170898.94""","=""193825.10""","=""4s2.4p3.(2D*).5s""","=""1D*""","=""2""","=""4s2.4p3.(2D*).5p""","=""3F""","=""3""",,"=""""","=""L3356""",
